date,region,time,value
20250206,지산2동,5,495
20250206,서남동,5,492
20250206,학동,5,566
20250206,학운동,5,576
20250206,지원1동,5,593
20250206,지원2동,5,502
20250206,충장동,6,1121
20250206,동명동,6,1204
20250206,계림1동,6,834
20250206,계림2동,6,927
20250206,산수1동,6,785
20250206,산수2동,6,695
20250206,지산1동,6,618
20250206,지산2동,6,692
20250206,서남동,6,937
20250206,학동,6,1068
20250206,학운동,6,946
20250206,지원1동,6,875
20250206,지원2동,6,778
20250206,충장동,7,1266
20250206,동명동,7,1245
20250206,계림1동,7,839
20250206,계림2동,7,817
20250206,산수1동,7,858
20250206,산수2동,7,738
20250206,지산1동,7,789
20250206,지산2동,7,737
20250206,서남동,7,935
20250206,학동,7,1052
20250206,학운동,7,808
20250206,지원1동,7,902
20250206,지원2동,7,874
20250206,충장동,8,1506
20250206,동명동,8,1621
20250206,계림1동,8,1068
20250206,계림2동,8,1075
20250206,산수1동,8,969
20250206,산수2동,8,947
20250206,지산1동,8,791
20250206,지산2동,8,735
20250206,서남동,8,1209
20250206,학동,8,1221
20250206,학운동,8,1135
20250206,지원1동,8,1043
20250206,지원2동,8,893
20250206,충장동,9,1508
20250206,동명동,9,1468
20250206,계림1동,9,1121
20250206,계림2동,9,1015
20250206,산수1동,9,885
20250206,산수2동,9,863
20250206,지산1동,9,862
20250206,지산2동,9,733
20250206,서남동,9,1136
20250206,학동,9,1265
20250206,학운동,9,992
20250206,지원1동,9,920
20250206,지원2동,9,1061
20250206,충장동,10,1431
20250206,동명동,10,1546
20250206,계림1동,10,1012
20250206,계림2동,10,928
20250206,산수1동,10,940
20250206,산수2동,10,967
20250206,지산1동,10,766
20250206,지산2동,10,746
20250206,서남동,10,1118
20250206,학동,10,1111
20250206,학운동,10,1098
20250206,지원1동,10,1092
20250206,지원2동,10,917
20250206,충장동,11,1126
20250206,동명동,11,1399
20250206,계림1동,11,876
20250206,계림2동,11,846
20250206,산수1동,11,870
20250206,산수2동,11,830
20250206,지산1동,11,663
20250206,지산2동,11,641
20250206,서남동,11,871
20250206,학동,11,1062
20250206,학운동,11,848
20250206,지원1동,11,888
20250206,지원2동,11,815
20250206,충장동,12,1460
20250206,동명동,12,1606
20250206,계림1동,12,1205
20250206,계림2동,12,1075
20250206,산수1동,12,1047
20250206,산수2동,12,1047
20250206,지산1동,12,986
20250206,지산2동,12,823
20250206,서남동,12,1245
20250206,학동,12,1369
20250206,학운동,12,1139
20250206,지원1동,12,1018
20250206,지원2동,12,1018
20250206,충장동,13,1466
20250206,동명동,13,1687
20250206,계림1동,13,1215
20250206,계림2동,13,1062
20250206,산수1동,13,991
20250206,산수2동,13,952
20250206,지산1동,13,921
20250206,지산2동,13,898
20250206,서남동,13,1136
20250206,학동,13,1288
20250206,학운동,13,1232
20250206,지원1동,13,1152
20250206,지원2동,13,1026
20250206,충장동,14,1187
20250206,동명동,14,1210
20250206,계림1동,14,890
20250206,계림2동,14,864
20250206,산수1동,14,741
20250206,산수2동,14,739
20250206,지산1동,14,796
20250206,지산2동,14,644
20250206,서남동,14,864
20250206,학동,14,1022
20250206,학운동,14,966
20250206,지원1동,14,944
20250206,지원2동,14,760
20250206,충장동,15,1155
20250206,동명동,15,1230
20250206,계림1동,15,876
20250206,계림2동,15,913
20250206,산수1동,15,796
20250206,산수2동,15,722
20250206,지산1동,15,714
20250206,지산2동,15,657
20250206,서남동,15,974
20250206,학동,15,1011
20250206,학운동,15,928
20250206,지원1동,15,792
20250206,지원2동,15,871
20250206,충장동,16,1175
20250206,동명동,16,1271
20250206,계림1동,16,880
20250206,계림2동,16,892
20250206,산수1동,16,763
20250206,산수2동,16,791
20250206,지산1동,16,689
20250206,지산2동,16,598
20250206,서남동,16,990
20250206,학동,16,1034
20250206,학운동,16,980
20250206,지원1동,16,875
20250206,지원2동,16,753
20250206,충장동,17,1103
20250206,동명동,17,1321
20250206,계림1동,17,840
20250206,계림2동,17,890
20250206,산수1동,17,772
20250206,산수2동,17,766
20250206,지산1동,17,630
20250206,지산2동,17,656
20250206,서남동,17,919
20250206,학동,17,977
20250206,학운동,17,937
20250206,지원1동,17,840
20250206,지원2동,17,911
20250206,충장동,18,1768
20250206,동명동,18,1790
20250206,계림1동,18,1227
20250206,계림2동,18,1171
20250206,산수1동,18,1129
20250206,산수2동,18,966
20250206,지산1동,18,921
20250206,지산2동,18,890
20250206,서남동,18,1338
20250206,학동,18,1426
20250206,학운동,18,1302
20250206,지원1동,18,1167
20250206,지원2동,18,1051
20250206,충장동,19,1585
20250206,동명동,19,1799
20250206,계림1동,19,1280
20250206,계림2동,19,1188
20250206,산수1동,19,1129
20250206,산수2동,19,1148
20250206,지산1동,19,1021
20250206,지산2동,19,1015
20250206,서남동,19,1306
20250206,학동,19,1365
20250206,학운동,19,1248
20250206,지원1동,19,1268
20250206,지원2동,19,1091
20250206,충장동,20,1773
20250206,동명동,20,1832
20250206,계림1동,20,1270
20250206,계림2동,20,1145
20250206,산수1동,20,1189
20250206,산수2동,20,1082
20250206,지산1동,20,949
20250206,지산2동,20,909
20250206,서남동,20,1342
20250206,학동,20,1350
20250206,학운동,20,1231
20250206,지원1동,20,1104
20250206,지원2동,20,1201
20250206,충장동,21,1650
20250206,동명동,21,1779
20250206,계림1동,21,1347
20250206,계림2동,21,1196
20250206,산수1동,21,1196
20250206,산수2동,21,1062
20250206,지산1동,21,981
20250206,지산2동,21,1017
20250206,서남동,21,1306
20250206,학동,21,1366
20250206,학운동,21,1357
20250206,지원1동,21,1158
20250206,지원2동,21,1167
20250206,충장동,22,1215
20250206,동명동,22,1377
20250206,계림1동,22,905
20250206,계림2동,22,812
20250206,산수1동,22,895
20250206,산수2동,22,690
20250206,지산1동,22,732
20250206,지산2동,22,680
20250206,서남동,22,963
20250206,학동,22,1098
20250206,학운동,22,828
20250206,지원1동,22,751
20250206,지원2동,22,878
20250206,충장동,23,1265
20250206,동명동,23,1318
20250206,계림1동,23,846
20250206,계림2동,23,808
20250206,산수1동,23,868
20250206,산수2동,23,650
20250206,지산1동,23,713
20250206,지산2동,23,585
20250206,서남동,23,919
20250206,학동,23,1053
20250206,학운동,23,921
20250206,지원1동,23,814
20250206,지원2동,23,811
20250207,충장동,0,706
20250207,동명동,0,814
20250207,계림1동,0,601
20250207,계림2동,0,432
20250207,산수1동,0,428
20250207,산수2동,0,434
20250207,지산1동,0,493
20250207,지산2동,0,398
20250207,서남동,0,529
20250207,학동,0,617
20250207,학운동,0,513
20250207,지원1동,0,559
20250207,지원2동,0,558
20250207,충장동,1,806
20250207,동명동,1,695
20250207,계림1동,1,459
20250207,계림2동,1,530
20250207,산수1동,1,492
20250207,산수2동,1,461
20250207,지산1동,1,398
20250207,지산2동,1,387
20250207,서남동,1,592
20250207,학동,1,563
20250207,학운동,1,601
20250207,지원1동,1,562
20250207,지원2동,1,559
20250207,충장동,2,791
20250207,동명동,2,745
20250207,계림1동,2,481
20250207,계림2동,2,485
20250207,산수1동,2,539
20250207,산수2동,2,473
20250207,지산1동,2,355
20250207,지산2동,2,309
20250207,서남동,2,597
20250207,학동,2,667
20250207,학운동,2,487
20250207,지원1동,2,468
20250207,지원2동,2,561
20250207,충장동,3,680
20250207,동명동,3,871
20250207,계림1동,3,525
20250207,계림2동,3,516
20250207,산수1동,3,523
20250207,산수2동,3,533
20250207,지산1동,3,343
20250207,지산2동,3,344
20250207,서남동,3,568
20250207,학동,3,680
20250207,학운동,3,499
20250207,지원1동,3,538
20250207,지원2동,3,399
20250207,충장동,4,780
20250207,동명동,4,858
20250207,계림1동,4,607
20250207,계림2동,4,461
20250207,산수1동,4,574
20250207,산수2동,4,471
20250207,지산1동,4,402
20250207,지산2동,4,446
20250207,서남동,4,561
20250207,학동,4,502
20250207,학운동,4,451
20250207,지원1동,4,435
20250207,지원2동,4,418
20250207,충장동,5,700
20250207,동명동,5,843
20250207,계림1동,5,629
20250207,계림2동,5,593
20250207,산수1동,5,422
20250207,산수2동,5,543
20250207,지산1동,5,357
20250207,지산2동,5,349
20250207,서남동,5,518
20250207,학동,5,612
20250207,학운동,5,628
20250207,지원1동,5,512
20250207,지원2동,5,539
20250207,충장동,6,1257
20250207,동명동,6,1365
20250207,계림1동,6,962
20250207,계림2동,6,885
20250207,산수1동,6,869
20250207,산수2동,6,779
20250207,지산1동,6,634
20250207,지산2동,6,608
20250207,서남동,6,910
20250207,학동,6,1099
20250207,학운동,6,936
20250207,지원1동,6,824
20250207,지원2동,6,782
20250207,충장동,7,1257
20250207,동명동,7,1392
20250207,계림1동,7,801
20250207,계림2동,7,904
20250207,산수1동,7,724
20250207,산수2동,7,825
20250207,지산1동,7,770
20250207,지산2동,7,608
20250207,서남동,7,1001
20250207,학동,7,1047
20250207,학운동,7,865
20250207,지원1동,7,779
20250207,지원2동,7,776
20250207,충장동,8,1408
20250207,동명동,8,1467
20250207,계림1동,8,1082
20250207,계림2동,8,947
20250207,산수1동,8,862
20250207,산수2동,8,897
20250207,지산1동,8,896
20250207,지산2동,8,875
20250207,서남동,8,1106
20250207,학동,8,1191
20250207,학운동,8,1066
20250207,지원1동,8,1017
20250207,지원2동,8,1035
20250207,충장동,9,1453
20250207,동명동,9,1498
20250207,계림1동,9,1167
20250207,계림2동,9,957
20250207,산수1동,9,952
20250207,산수2동,9,867
20250207,지산1동,9,757
20250207,지산2동,9,897
20250207,서남동,9,1167
20250207,학동,9,1287
20250207,학운동,9,1061
20250207,지원1동,9,955
20250207,지원2동,9,1028
20250207,충장동,10,1454
20250207,동명동,10,1558
20250207,계림1동,10,1003
20250207,계림2동,10,984
20250207,산수1동,10,1022
20250207,산수2동,10,949
20250207,지산1동,10,890
20250207,지산2동,10,773
20250207,서남동,10,1219
20250207,학동,10,1286
20250207,학운동,10,1113
20250207,지원1동,10,994
20250207,지원2동,10,1051
20250207,충장동,11,1122
20250207,동명동,11,1234
20250207,계림1동,11,941
20250207,계림2동,11,821
20250207,산수1동,11,863
20250207,산수2동,11,792
20250207,지산1동,11,617
20250207,지산2동,11,716
20250207,서남동,11,952
20250207,학동,11,1027
20250207,학운동,11,938
20250207,지원1동,11,888
20250207,지원2동,11,866
20250207,충장동,12,1487
20250207,동명동,12,1781
20250207,계림1동,12,1079
20250207,계림2동,12,1053
20250207,산수1동,12,1113
20250207,산수2동,12,911
20250207,지산1동,12,934
20250207,지산2동,12,795
20250207,서남동,12,1251
20250207,학동,12,1234
20250207,학운동,12,1093
20250207,지원1동,12,1188
20250207,지원2동,12,1137
20250207,충장동,13,1592
20250207,동명동,13,1590
20250207,계림1동,13,1085
20250207,계림2동,13,1190
20250207,산수1동,13,973
20250207,산수2동,13,949
20250207,지산1동,13,985
20250207,지산2동,13,939
20250207,서남동,13,1314
20250207,학동,13,1335
20250207,학운동,13,1146
20250207,지원1동,13,1066
20250207,지원2동,13,1072
20250207,충장동,14,1105
20250207,동명동,14,1226
20250207,계림1동,14,871
20250207,계림2동,14,856
20250207,산수1동,14,870
20250207,산수2동,14,687
20250207,지산1동,14,676
20250207,지산2동,14,652
20250207,서남동,14,883
20250207,학동,14,1049
20250207,학운동,14,870
20250207,지원1동,14,800
20250207,지원2동,14,908
20250207,충장동,15,1123
20250207,동명동,15,1326
20250207,계림1동,15,880
20250207,계림2동,15,792
20250207,산수1동,15,819
20250207,산수2동,15,730
20250207,지산1동,15,708
20250207,지산2동,15,647
20250207,서남동,15,1034
20250207,학동,15,1015
20250207,학운동,15,996
20250207,지원1동,15,942
20250207,지원2동,15,816
20250207,충장동,16,1137
20250207,동명동,16,1341
20250207,계림1동,16,878
20250207,계림2동,16,809
20250207,산수1동,16,852
20250207,산수2동,16,677
20250207,지산1동,16,773
20250207,지산2동,16,614
20250207,서남동,16,956
20250207,학동,16,1050
20250207,학운동,16,901
20250207,지원1동,16,857
20250207,지원2동,16,859
20250207,충장동,17,1213
20250207,동명동,17,1348
20250207,계림1동,17,960
20250207,계림2동,17,923
20250207,산수1동,17,726
20250207,산수2동,17,684
20250207,지산1동,17,691
20250207,지산2동,17,746
20250207,서남동,17,961
20250207,학동,17,1080
20250207,학운동,17,944
20250207,지원1동,17,812
20250207,지원2동,17,749
20250207,충장동,18,1622
20250207,동명동,18,1905
20250207,계림1동,18,1167
20250207,계림2동,18,1214
20250207,산수1동,18,1166
20250207,산수2동,18,1027
20250207,지산1동,18,1058
20250207,지산2동,18,969
20250207,서남동,18,1376
20250207,학동,18,1384
20250207,학운동,18,1187
20250207,지원1동,18,1140
20250207,지원2동,18,1076
20250207,충장동,19,1620
20250207,동명동,19,1744
20250207,계림1동,19,1336
20250207,계림2동,19,1148
20250207,산수1동,19,1133
20250207,산수2동,19,1109
20250207,지산1동,19,1018
20250207,지산2동,19,927
20250207,서남동,19,1403
20250207,학동,19,1326
20250207,학운동,19,1247
20250207,지원1동,19,1286
20250207,지원2동,19,1171
20250207,충장동,20,1637
20250207,동명동,20,1827
20250207,계림1동,20,1308
20250207,계림2동,20,1180
20250207,산수1동,20,1112
20250207,산수2동,20,1145
20250207,지산1동,20,1055
20250207,지산2동,20,854
20250207,서남동,20,1300
20250207,학동,20,1421
20250207,학운동,20,1291
20250207,지원1동,20,1094
20250207,지원2동,20,1184
20250207,충장동,21,1707
20250207,동명동,21,1779
20250207,계림1동,21,1242
20250207,계림2동,21,1169
20250207,산수1동,21,1214
20250207,산수2동,21,1041
20250207,지산1동,21,914
20250207,지산2동,21,925
20250207,서남동,21,1255
20250207,학동,21,1405
20250207,학운동,21,1341
20250207,지원1동,21,1234
20250207,지원2동,21,1186
20250207,충장동,22,1278
20250207,동명동,22,1343
20250207,계림1동,22,863
20250207,계림2동,22,943
20250207,산수1동,22,769
20250207,산수2동,22,758
20250207,지산1동,22,706
20250207,지산2동,22,613
20250207,서남동,22,930
20250207,학동,22,919
20250207,학운동,22,865
20250207,지원1동,22,879
20250207,지원2동,22,740
20250207,충장동,23,1206
20250207,동명동,23,1322
20250207,계림1동,23,955
20250207,계림2동,23,916
20250207,산수1동,23,860
20250207,산수2동,23,756
20250207,지산1동,23,613
20250207,지산2동,23,585
20250207,서남동,23,1043
20250207,학동,23,1011
20250207,학운동,23,991
20250207,지원1동,23,846
20250207,지원2동,23,747
20250208,충장동,0,838
20250208,동명동,0,995
20250208,계림1동,0,743
20250208,계림2동,0,691
20250208,산수1동,0,551
20250208,산수2동,0,554
20250208,지산1동,0,491
20250208,지산2동,0,449
20250208,서남동,0,700
20250208,학동,0,639
20250208,학운동,0,735
20250208,지원1동,0,522
20250208,지원2동,0,678
20250208,충장동,1,900
20250208,동명동,1,970
20250208,계림1동,1,666
20250208,계림2동,1,601
20250208,산수1동,1,673
20250208,산수2동,1,570
20250208,지산1동,1,430
20250208,지산2동,1,432
20250208,서남동,1,721
20250208,학동,1,806
20250208,학운동,1,654
20250208,지원1동,1,589
20250208,지원2동,1,577
20250208,충장동,2,890
20250208,동명동,2,982
20250208,계림1동,2,556
20250208,계림2동,2,639
20250208,산수1동,2,490
20250208,산수2동,2,567
20250208,지산1동,2,529
20250208,지산2동,2,550
20250208,서남동,2,597
20250208,학동,2,746
20250208,학운동,2,697
20250208,지원1동,2,516
20250208,지원2동,2,653
20250208,충장동,3,838
20250208,동명동,3,980
20250208,계림1동,3,582
20250208,계림2동,3,687
20250208,산수1동,3,571
20250208,산수2동,3,573
20250208,지산1동,3,421
20250208,지산2동,3,501
20250208,서남동,3,614
20250208,학동,3,732
20250208,학운동,3,724
20250208,지원1동,3,575
20250208,지원2동,3,689
20250208,충장동,4,948
20250208,동명동,4,995
20250208,계림1동,4,623
20250208,계림2동,4,585
20250208,산수1동,4,551
20250208,산수2동,4,616
20250208,지산1동,4,511
20250208,지산2동,4,447
20250208,서남동,4,725
20250208,학동,4,632
20250208,학운동,4,589
20250208,지원1동,4,666
20250208,지원2동,4,637
20250208,충장동,5,958
20250208,동명동,5,926
20250208,계림1동,5,583
20250208,계림2동,5,683
20250208,산수1동,5,657
20250208,산수2동,5,601
20250208,지산1동,5,585
20250208,지산2동,5,444
20250208,서남동,5,714
20250208,학동,5,733
20250208,학운동,5,737
20250208,지원1동,5,643
20250208,지원2동,5,597
20250208,충장동,6,1414
20250208,동명동,6,1574
20250208,계림1동,6,1054
20250208,계림2동,6,985
20250208,산수1동,6,895
20250208,산수2동,6,916
20250208,지산1동,6,920
20250208,지산2동,6,897
20250208,서남동,6,1128
20250208,학동,6,1145
20250208,학운동,6,1149
20250208,지원1동,6,1112
20250208,지원2동,6,934
20250208,충장동,7,1352
20250208,동명동,7,1546
20250208,계림1동,7,999
20250208,계림2동,7,1015
20250208,산수1동,7,945
20250208,산수2동,7,957
20250208,지산1동,7,916
20250208,지산2동,7,807
20250208,서남동,7,1209
20250208,학동,7,1284
20250208,학운동,7,1030
20250208,지원1동,7,1033
20250208,지원2동,7,949
20250208,충장동,8,1690
20250208,동명동,8,1873
20250208,계림1동,8,1277
20250208,계림2동,8,1236
20250208,산수1동,8,1212
20250208,산수2동,8,998
20250208,지산1동,8,1060
20250208,지산2동,8,984
20250208,서남동,8,1390
20250208,학동,8,1448
20250208,학운동,8,1313
20250208,지원1동,8,1153
20250208,지원2동,8,1119
20250208,충장동,9,1717
20250208,동명동,9,1940
20250208,계림1동,9,1243
20250208,계림2동,9,1141
20250208,산수1동,9,1109
20250208,산수2동,9,1017
20250208,지산1동,9,1096
20250208,지산2동,9,1078
20250208,서남동,9,1367
20250208,학동,9,1404
20250208,학운동,9,1269
20250208,지원1동,9,1256
20250208,지원2동,9,1223
20250208,충장동,10,1743
20250208,동명동,10,1909
20250208,계림1동,10,1314
20250208,계림2동,10,1148
20250208,산수1동,10,1202
20250208,산수2동,10,1033
20250208,지산1동,10,1070
20250208,지산2동,10,1043
20250208,서남동,10,1431
20250208,학동,10,1371
20250208,학운동,10,1297
20250208,지원1동,10,1320
20250208,지원2동,10,1235
20250208,충장동,11,1417
20250208,동명동,11,1639
20250208,계림1동,11,982
20250208,계림2동,11,1085
20250208,산수1동,11,1058
20250208,산수2동,11,840
20250208,지산1동,11,797
20250208,지산2동,11,830
20250208,서남동,11,1069
20250208,학동,11,1101
20250208,학운동,11,987
20250208,지원1동,11,958
20250208,지원2동,11,884
20250208,충장동,12,1883
20250208,동명동,12,2116
20250208,계림1동,12,1368
20250208,계림2동,12,1407
20250208,산수1동,12,1153
20250208,산수2동,12,1172
20250208,지산1동,12,1072
20250208,지산2동,12,1039
20250208,서남동,12,1569
20250208,학동,12,1648
20250208,학운동,12,1421
20250208,지원1동,12,1253
20250208,지원2동,12,1268
20250208,충장동,13,1968
20250208,동명동,13,1990
20250208,계림1동,13,1396
20250208,계림2동,13,1360
20250208,산수1동,13,1307
20250208,산수2동,13,1149
20250208,지산1동,13,1101
20250208,지산2동,13,1097
20250208,서남동,13,1392
20250208,학동,13,1482
20250208,학운동,13,1439
20250208,지원1동,13,1273
20250208,지원2동,13,1332
20250208,충장동,14,1483
20250208,동명동,14,1658
20250208,계림1동,14,992
20250208,계림2동,14,1035
20250208,산수1동,14,892
20250208,산수2동,14,931
20250208,지산1동,14,836
20250208,지산2동,14,867
20250208,서남동,14,1217
20250208,학동,14,1141
20250208,학운동,14,1099
20250208,지원1동,14,995
20250208,지원2동,14,1030
20250208,충장동,15,1407
20250208,동명동,15,1561
20250208,계림1동,15,1008
20250208,계림2동,15,1111
20250208,산수1동,15,867
20250208,산수2동,15,943
20250208,지산1동,15,837
20250208,지산2동,15,790
20250208,서남동,15,1143
20250208,학동,15,1232
20250208,학운동,15,1071
20250208,지원1동,15,1062
20250208,지원2동,15,927
20250208,충장동,16,1377
20250208,동명동,16,1576
20250208,계림1동,16,1092
20250208,계림2동,16,1027
20250208,산수1동,16,992
20250208,산수2동,16,881
20250208,지산1동,16,747
20250208,지산2동,16,726
20250208,서남동,16,1228
20250208,학동,16,1235
20250208,학운동,16,1133
20250208,지원1동,16,951
20250208,지원2동,16,970
20250208,충장동,17,1509
20250208,동명동,17,1629
20250208,계림1동,17,1055
20250208,계림2동,17,994
20250208,산수1동,17,860
20250208,산수2동,17,803
20250208,지산1동,17,788
20250208,지산2동,17,876
20250208,서남동,17,1140
20250208,학동,17,1143
20250208,학운동,17,1157
20250208,지원1동,17,1110
20250208,지원2동,17,884
20250208,충장동,18,1980
20250208,동명동,18,2151
20250208,계림1동,18,1544
20250208,계림2동,18,1458
20250208,산수1동,18,1245
20250208,산수2동,18,1195
20250208,지산1동,18,1218
20250208,지산2동,18,1106
20250208,서남동,18,1637
20250208,학동,18,1659
20250208,학운동,18,1600
20250208,지원1동,18,1507
20250208,지원2동,18,1322
20250208,충장동,19,1973
20250208,동명동,19,2217
20250208,계림1동,19,1470
20250208,계림2동,19,1364
20250208,산수1동,19,1274
20250208,산수2동,19,1357
20250208,지산1동,19,1177
20250208,지산2동,19,1068
20250208,서남동,19,1629
20250208,학동,19,1609
20250208,학운동,19,1578
20250208,지원1동,19,1446
20250208,지원2동,19,1401
20250208,충장동,20,2087
20250208,동명동,20,2124
20250208,계림1동,20,1563
20250208,계림2동,20,1396
20250208,산수1동,20,1307
20250208,산수2동,20,1318
20250208,지산1동,20,1153
20250208,지산2동,20,1107
20250208,서남동,20,1572
20250208,학동,20,1762
20250208,학운동,20,1522
20250208,지원1동,20,1392
20250208,지원2동,20,1326
20250208,충장동,21,2058
20250208,동명동,21,2209
20250208,계림1동,21,1533
20250208,계림2동,21,1471
20250208,산수1동,21,1396
20250208,산수2동,21,1333
20250208,지산1동,21,1272
20250208,지산2동,21,1044
20250208,서남동,21,1515
20250208,학동,21,1751
20250208,학운동,21,1495
20250208,지원1동,21,1486
20250208,지원2동,21,1444
20250208,충장동,22,1454
20250208,동명동,22,1638
20250208,계림1동,22,1073
20250208,계림2동,22,1019
20250208,산수1동,22,1038
20250208,산수2동,22,942
20250208,지산1동,22,742
20250208,지산2동,22,900
20250208,서남동,22,1178
20250208,학동,22,1292
20250208,학운동,22,1032
20250208,지원1동,22,1030
20250208,지원2동,22,1005
20250208,충장동,23,1390
20250208,동명동,23,1549
20250208,계림1동,23,1073
20250208,계림2동,23,930
20250208,산수1동,23,1004
20250208,산수2동,23,938
20250208,지산1동,23,914
20250208,지산2동,23,769
20250208,서남동,23,1112
20250208,학동,23,1180
20250208,학운동,23,1118
20250208,지원1동,23,1118
20250208,지원2동,23,943
20250209,충장동,0,956
20250209,동명동,0,869
20250209,계림1동,0,553
20250209,계림2동,0,690
20250209,산수1동,0,550
20250209,산수2동,0,466
20250209,지산1동,0,437
20250209,지산2동,0,539
20250209,서남동,0,729
20250209,학동,0,649
20250209,학운동,0,739
20250209,지원1동,0,705
20250209,지원2동,0,619
20250209,충장동,1,860
20250209,동명동,1,952
20250209,계림1동,1,733
20250209,계림2동,1,553
20250209,산수1동,1,543
20250209,산수2동,1,486
20250209,지산1동,1,574
20250209,지산2동,1,497
20250209,서남동,1,745
20250209,학동,1,678
20250209,학운동,1,557
20250209,지원1동,1,665
20250209,지원2동,1,647
20250209,충장동,2,801
20250209,동명동,2,1006
20250209,계림1동,2,607
20250209,계림2동,2,653
20250209,산수1동,2,518
20250209,산수2동,2,594
20250209,지산1동,2,545
20250209,지산2동,2,431
20250209,서남동,2,595
20250209,학동,2,657
20250209,학운동,2,593
20250209,지원1동,2,567
20250209,지원2동,2,644
20250209,충장동,3,872
20250209,동명동,3,893
20250209,계림1동,3,727
20250209,계림2동,3,645
20250209,산수1동,3,602
20250209,산수2동,3,518
20250209,지산1동,3,427
20250209,지산2동,3,478
20250209,서남동,3,684
20250209,학동,3,818
20250209,학운동,3,727
20250209,지원1동,3,616
20250209,지원2동,3,612
20250209,충장동,4,930
20250209,동명동,4,923
20250209,계림1동,4,718
20250209,계림2동,4,641
20250209,산수1동,4,656
20250209,산수2동,4,633
20250209,지산1동,4,590
20250209,지산2동,4,571
20250209,서남동,4,706
20250209,학동,4,620
20250209,학운동,4,709
20250209,지원1동,4,589
20250209,지원2동,4,685
20250209,충장동,5,883
20250209,동명동,5,958
20250209,계림1동,5,636
20250209,계림2동,5,591
20250209,산수1동,5,624
20250209,산수2동,5,454
20250209,지산1동,5,523
20250209,지산2동,5,413
20250209,서남동,5,701
20250209,학동,5,635
20250209,학운동,5,630
20250209,지원1동,5,540
20250209,지원2동,5,535
20250209,충장동,6,1470
20250209,동명동,6,1612
20250209,계림1동,6,992
20250209,계림2동,6,1014
20250209,산수1동,6,984
20250209,산수2동,6,972
20250209,지산1동,6,803
20250209,지산2동,6,818
20250209,서남동,6,1122
20250209,학동,6,1213
20250209,학운동,6,1070
20250209,지원1동,6,1033
20250209,지원2동,6,891
20250209,충장동,7,1537
20250209,동명동,7,1623
20250209,계림1동,7,1161
20250209,계림2동,7,1033
20250209,산수1동,7,1058
20250209,산수2동,7,977
20250209,지산1동,7,856
20250209,지산2동,7,779
20250209,서남동,7,1202
20250209,학동,7,1160
20250209,학운동,7,1075
20250209,지원1동,7,999
20250209,지원2동,7,911
20250209,충장동,8,1809
20250209,동명동,8,1931
20250209,계림1동,8,1233
20250209,계림2동,8,1194
20250209,산수1동,8,1058
20250209,산수2동,8,1010
20250209,지산1동,8,1095
20250209,지산2동,8,888
20250209,서남동,8,1329
20250209,학동,8,1357
20250209,학운동,8,1254
20250209,지원1동,8,1253
20250209,지원2동,8,1135
20250209,충장동,9,1692
20250209,동명동,9,1787
20250209,계림1동,9,1317
20250209,계림2동,9,1228
20250209,산수1동,9,1221
20250209,산수2동,9,1157
20250209,지산1동,9,1077
20250209,지산2동,9,897
20250209,서남동,9,1438
20250209,학동,9,1403
20250209,학운동,9,1214
20250209,지원1동,9,1192
20250209,지원2동,9,1239
20250209,충장동,10,1645
20250209,동명동,10,1928
20250209,계림1동,10,1388
20250209,계림2동,10,1249
20250209,산수1동,10,1083
20250209,산수2동,10,1089
20250209,지산1동,10,1074
20250209,지산2동,10,1007
20250209,서남동,10,1293
20250209,학동,10,1506
20250209,학운동,10,1307
20250209,지원1동,10,1225
20250209,지원2동,10,1202
20250209,충장동,11,1340
20250209,동명동,11,1500
20250209,계림1동,11,1064
20250209,계림2동,11,1119
20250209,산수1동,11,981
20250209,산수2동,11,825
20250209,지산1동,11,756
20250209,지산2동,11,803
20250209,서남동,11,1059
20250209,학동,11,1174
20250209,학운동,11,988
20250209,지원1동,11,1068
20250209,지원2동,11,1039
20250209,충장동,12,1824
20250209,동명동,12,1977
20250209,계림1동,12,1446
20250209,계림2동,12,1246
20250209,산수1동,12,1248
20250209,산수2동,12,1070
20250209,지산1동,12,1075
20250209,지산2동,12,994
20250209,서남동,12,1473
20250209,학동,12,1577
20250209,학운동,12,1469
20250209,지원1동,12,1414
20250209,지원2동,12,1281
20250209,충장동,13,1834
20250209,동명동,13,1990
20250209,계림1동,13,1346
20250209,계림2동,13,1329
20250209,산수1동,13,1184
20250209,산수2동,13,1242
20250209,지산1동,13,1141
20250209,지산2동,13,1000
20250209,서남동,13,1442
20250209,학동,13,1599
20250209,학운동,13,1326
20250209,지원1동,13,1347
20250209,지원2동,13,1230
20250209,충장동,14,1501
20250209,동명동,14,1546
20250209,계림1동,14,1148
20250209,계림2동,14,987
20250209,산수1동,14,872
20250209,산수2동,14,967
20250209,지산1동,14,920
20250209,지산2동,14,772
20250209,서남동,14,1063
20250209,학동,14,1108
20250209,학운동,14,1030
20250209,지원1동,14,1076
20250209,지원2동,14,908
20250209,충장동,15,1458
20250209,동명동,15,1550
20250209,계림1동,15,1096
20250209,계림2동,15,990
20250209,산수1동,15,1004
20250209,산수2동,15,810
20250209,지산1동,15,869
20250209,지산2동,15,824
20250209,서남동,15,1053
20250209,학동,15,1267
20250209,학운동,15,1138
20250209,지원1동,15,1098
20250209,지원2동,15,992
20250209,충장동,16,1464
20250209,동명동,16,1505
